  disasm                           seq_num  
ldrne r3, [pc, #24]                  9536
streq r4, [r3, #0]                   9537
strne r2, [r3, #0]                   9538
ldr r3, [pc, #16]                    9539
ldr r2, [r5, #0]                     9540
str r2, [r3, #0]                     9541
add sp, sp, #4                       9542
ldr2_uop r4,r5, [sp, #0]             9543
ldr_uop r36, [sp, #8]                9544
addi_uop sp, sp, #12                 9545
uopReg_uop pc, r36                   9546
cmps r8, #0                          9549
beq                                  9550
mov r1, #0                           9551
mov r0, r8                           9552
mov r2, r1                           9553
bl                                   9554
str_uop r4, [sp, #16]                9555
str_uop r5, [sp, #12]                9556
str_uop r6, [sp, #8]                 9557
str_uop lr, [sp, #4]                 9558
subi_uop sp, sp, #16                 9559
mov r6, r2                           9560
mov r4, r0                           9561
mov r5, r1                           9562
bl                                   9563
str_uop r4, [sp, #20]                9579
str_uop r5, [sp, #16]                9580
str_uop r6, [sp, #12]                9581
str_uop r7, [sp, #8]                 9582
str_uop lr, [sp, #4]                 9583
subi_uop sp, sp, #20                 9584
mov r1, #1                           9585
sub sp, sp, #4                       9586
ldr r2, [pc, #508]                   9587
mov r4, #0                           9588
ldr r3, [r2, #0]                     9589
cmps r3, r4                          9590
bne                                  9591
mov r0, r4                           9592
mvn r3, #61440                       9593
mov lr, pc                           9594
sub pc, r3, #63                      9595
ldrex r3, [r2, #0]                   9598
subs r3, r3, r0                      9599
strexeq r3, r1, [r2, #0]             9600
teqseq r3, #1                        9601
beq                                  9602
rsbs r0, r3, #0                      9603
dmb #0                               9604
mov pc, lr                           9605
bcc                                  9655
mov r3, r4                           9656
cmps r3, r4                          9657
bne                                  9658
ldr r5, [pc, #460]                   9659
ldr r12, [r5, #0]                    9660
cmps r12, #0                         9661
moveq r3, r12                        9662
moveq r0, r3                         9663
beq                                  9664
mov r0, #0                           9665
mov r4, r0                           9666
ldr r1, [r12, #4]                    9667
cmps r1, #0                          9668
beq                                  9669
ldr r3, [r12, #0]                    9673
str r4, [r12, #4]                    9674
cmps r3, #0                          9675
mov r0, r12                          9676
movne r12, r3                        9677
bne                                  9678
mov r3, r12                          9679
mov r2, #1                           9680
cmps r3, #0                          9681
bne                                  9682
cmps r0, #0                          9705
bne                                  9706
mov r3, #1                           9708
add r5, r0, #8                       9709
str r3, [r0, #4]                     9710
b                                    9711
ldr r0, [pc, #220]                   9720
ldr r6, [pc, #208]                   9721
mov r1, #1                           9722
